bsr_state_id,bsr_state_name,selected_tsr_state_id,selected_tsr_state_name,selected_mapping_type,selected_confidence,alternative_mapping_count,selection_notes
1303,STATE_1303,185,STATE_185,split,1.000,1,split; province_overlap=1; tsr_overlap_rank=3/7; bsr_source_count=1
1304,STATE_1304,847,STATE_847,split,1.000,1,split; province_overlap=1; tsr_overlap_rank=3/3; bsr_source_count=1
1305,STATE_1305,755,STATE_755,split,1.000,1,split; province_overlap=2; tsr_overlap_rank=3/3; bsr_source_count=1
1306,STATE_1306,759,STATE_759,merge,0.667,2,split+merge; province_overlap=2; tsr_overlap_rank=2/2; bsr_source_count=2
1307,STATE_1307,1032,STATE_1032,same_name,1.000,2,province_overlap=5
1308,STATE_1308,,,new_bsr_state,1.000,2,no TSR overlay candidate
1309,STATE_1309,,,new_bsr_state,1.000,1,no TSR overlay candidate
1310,STATE_1310,,,new_bsr_state,1.000,2,no TSR overlay candidate
1311,STATE_1311,605,STATE_605,same_name,1.000,2,province_overlap=6
1312,STATE_1312,,,new_bsr_state,1.000,2,no TSR overlay candidate
1313,STATE_1313,747,STATE_747,split,1.000,1,split; province_overlap=1; tsr_overlap_rank=6/6; bsr_source_count=1
1314,STATE_1314,1079,STATE_1079,split,1.000,1,split; province_overlap=2; tsr_overlap_rank=2/2; bsr_source_count=1
1315,STATE_1315,594,STATE_594,split,0.750,2,split; province_overlap=3; tsr_overlap_rank=2/2; bsr_source_count=1
1316,STATE_1316,599,STATE_599,split,1.000,1,split; province_overlap=9; tsr_overlap_rank=1/2; bsr_source_count=1
1317,STATE_1317,599,STATE_599,split,0.750,1,split; province_overlap=3; tsr_overlap_rank=2/2; bsr_source_count=1
1318,STATE_1318,618,Dzungaria,split,1.000,1,split; province_overlap=5; tsr_overlap_rank=1/5; bsr_source_count=1
1319,STATE_1319,786,Mauritanian Desert,split,1.000,1,split; province_overlap=1; tsr_overlap_rank=3/3; bsr_source_count=1
1320,STATE_1320,,,new_bsr_state,1.000,1,no TSR overlay candidate
1321,STATE_1321,30,STATE_30,split,1.000,1,split; province_overlap=3; tsr_overlap_rank=2/4; bsr_source_count=1
1322,STATE_1322,,,new_bsr_state,1.000,0,no TSR overlay candidate
1323,STATE_1323,688,STATE_688,split,1.000,1,split; province_overlap=2; tsr_overlap_rank=2/2; bsr_source_count=1
1324,STATE_1324,,,new_bsr_state,1.000,1,no TSR overlay candidate
1325,STATE_1325,71,STATE_71,split,1.000,1,split; province_overlap=1; tsr_overlap_rank=3/3; bsr_source_count=1
1326,STATE_1326,,,new_bsr_state,1.000,3,no TSR overlay candidate
1327,STATE_1327,662,STATE_662,split,1.000,1,split; province_overlap=3; tsr_overlap_rank=1/2; bsr_source_count=1
1328,STATE_1328,65,STATE_65,split,1.000,1,split; province_overlap=1; tsr_overlap_rank=6/6; bsr_source_count=1
1329,STATE_1329,64,STATE_64,split,0.667,1,split; province_overlap=2; tsr_overlap_rank=3/6; bsr_source_count=1
1330,STATE_1330,999,STATE_999,merge,0.800,2,split+merge; province_overlap=8; tsr_overlap_rank=1/3; bsr_source_count=2
1331,STATE_1331,,,new_bsr_state,1.000,4,no TSR overlay candidate
1332,STATE_1332,68,STATE_68,split,1.000,1,split; province_overlap=1; tsr_overlap_rank=5/6; bsr_source_count=1
1333,STATE_1333,63,STATE_63,split,1.000,1,split; province_overlap=2; tsr_overlap_rank=2/9; bsr_source_count=1
1334,STATE_1334,51,STATE_51,split,1.000,1,split; province_overlap=1; tsr_overlap_rank=4/5; bsr_source_count=1
1335,STATE_1335,51,STATE_51,split,0.800,1,split; province_overlap=4; tsr_overlap_rank=1/5; bsr_source_count=1
1336,STATE_1336,,,new_bsr_state,1.000,1,no TSR overlay candidate
1337,STATE_1337,,,new_bsr_state,1.000,0,no TSR overlay candidate
1338,STATE_1338,,,new_bsr_state,1.000,0,no TSR overlay candidate
1339,STATE_1339,,,new_bsr_state,1.000,0,no TSR overlay candidate
1340,STATE_1340,,,new_bsr_state,1.000,0,no TSR overlay candidate
1341,STATE_1341,,,new_bsr_state,1.000,0,no TSR overlay candidate
1342,STATE_1342,,,new_bsr_state,1.000,2,no TSR overlay candidate
1343,STATE_1343,,,new_bsr_state,1.000,2,no TSR overlay candidate
1344,STATE_1344,592,STATE_592,split,1.000,1,split; province_overlap=1; tsr_overlap_rank=3/3; bsr_source_count=1
1345,STATE_1345,514,Algerian Desert,split,0.333,1,split; province_overlap=1; tsr_overlap_rank=4/4; bsr_source_count=1
1346,STATE_1346,,,new_bsr_state,1.000,0,no TSR overlay candidate
1347,STATE_1347,67,STATE_67,split,1.000,1,split; province_overlap=1; tsr_overlap_rank=1/5; bsr_source_count=1
1348,STATE_1348,67,STATE_67,split,1.000,1,split; province_overlap=1; tsr_overlap_rank=3/5; bsr_source_count=1
1349,STATE_1349,,,new_bsr_state,1.000,0,no TSR overlay candidate
1350,STATE_1350,42,STATE_42,split,1.000,1,split; province_overlap=1; tsr_overlap_rank=4/5; bsr_source_count=1
1351,STATE_1351,158,STATE_158,split,1.000,1,split; province_overlap=1; tsr_overlap_rank=6/6; bsr_source_count=1
1352,STATE_1352,806,STATE_806,split,0.500,1,split; province_overlap=1; tsr_overlap_rank=3/3; bsr_source_count=1
1353,STATE_1353,806,STATE_806,split,1.000,1,split; province_overlap=1; tsr_overlap_rank=1/3; bsr_source_count=1
1354,STATE_1354,848,STATE_848,split,1.000,1,split; province_overlap=1; tsr_overlap_rank=1/2; bsr_source_count=1
1355,STATE_1355,,,new_bsr_state,1.000,0,no TSR overlay candidate
1356,STATE_1356,641,STATE_641,split,0.500,1,split; province_overlap=1; tsr_overlap_rank=1/2; bsr_source_count=1
1357,STATE_1357,891,STATE_891,split,0.500,1,split; province_overlap=1; tsr_overlap_rank=3/3; bsr_source_count=1
1358,STATE_1358,540,STATE_540,split,0.333,1,split; province_overlap=1; tsr_overlap_rank=2/2; bsr_source_count=1
1359,STATE_1359,897,STATE_897,split,1.000,1,split; province_overlap=3; tsr_overlap_rank=2/2; bsr_source_count=1
1360,STATE_1360,,,new_bsr_state,1.000,2,no TSR overlay candidate
1361,STATE_1361,148,LAPPI,split,1.000,1,split; province_overlap=6; tsr_overlap_rank=3/3; bsr_source_count=1
1362,STATE_1362,666,STATE_666,split,1.000,1,split; province_overlap=8; tsr_overlap_rank=2/2; bsr_source_count=1
1363,STATE_1363,97,STATE_97,split,1.000,1,split; province_overlap=1; tsr_overlap_rank=2/6; bsr_source_count=1
1364,STATE_1364,807,STATE_807,split,1.000,1,split; province_overlap=1; tsr_overlap_rank=8/8; bsr_source_count=1
1365,STATE_1365,,,new_bsr_state,1.000,0,no TSR overlay candidate
1366,STATE_1366,229,STATE_229,split,1.000,1,split; province_overlap=2; tsr_overlap_rank=3/6; bsr_source_count=1
1367,STATE_1367,230,STATE_230,split,1.000,1,split; province_overlap=1; tsr_overlap_rank=4/4; bsr_source_count=1
1368,STATE_1368,146,KARJALA,split,1.000,1,split; province_overlap=3; tsr_overlap_rank=2/4; bsr_source_count=1
1369,STATE_1369,146,KARJALA,split,1.000,1,split; province_overlap=2; tsr_overlap_rank=3/4; bsr_source_count=1
1370,STATE_1370,179,STATE_179,split,1.000,1,split; province_overlap=2; tsr_overlap_rank=2/3; bsr_source_count=1
1371,STATE_1371,,,new_bsr_state,1.000,2,no TSR overlay candidate
1372,STATE_1372,,,new_bsr_state,1.000,0,no TSR overlay candidate
1373,STATE_1373,97,STATE_97,split,1.000,1,split; province_overlap=1; tsr_overlap_rank=3/6; bsr_source_count=1
1374,STATE_1374,88,STATE_88,split,1.000,1,split; province_overlap=1; tsr_overlap_rank=7/9; bsr_source_count=1
1375,STATE_1375,95,STATE_95,split,1.000,1,split; province_overlap=1; tsr_overlap_rank=4/6; bsr_source_count=1
1376,STATE_1376,664,STATE_664,split,1.000,1,split; province_overlap=2; tsr_overlap_rank=2/2; bsr_source_count=1
1377,STATE_1377,,,new_bsr_state,1.000,0,no TSR overlay candidate
1378,Northern Hungary,43,Northern Hungary,split,1.000,1,split; province_overlap=5; tsr_overlap_rank=1/2; bsr_source_count=1
1379,STATE_1379,154,STATE_154,split,1.000,1,split; province_overlap=3; tsr_overlap_rank=2/2; bsr_source_count=1
1380,STATE_1380,215,STATE_215,split,1.000,1,split; province_overlap=2; tsr_overlap_rank=4/5; bsr_source_count=1
1381,STATE_1381,146,KARJALA,split,1.000,1,split; province_overlap=1; tsr_overlap_rank=4/4; bsr_source_count=1
1382,STATE_1382,,,new_bsr_state,1.000,1,no TSR overlay candidate
1383,STATE_1383,96,STATE_96,split,0.500,3,split; province_overlap=2; tsr_overlap_rank=2/2; bsr_source_count=1
1384,STATE_1384,94,STATE_94,split,1.000,1,split; province_overlap=2; tsr_overlap_rank=4/9; bsr_source_count=1
1385,STATE_1385,93,STATE_93,split,1.000,1,split; province_overlap=1; tsr_overlap_rank=5/5; bsr_source_count=1
1386,STATE_1386,91,Lwow,split,1.000,1,split; province_overlap=1; tsr_overlap_rank=4/5; bsr_source_count=1
1387,STATE_1387,103,Dalmatia,split,1.000,1,split; province_overlap=1; tsr_overlap_rank=4/4; bsr_source_count=1
1388,STATE_1388,,,new_bsr_state,1.000,0,no TSR overlay candidate
1389,STATE_1389,,,new_bsr_state,1.000,0,no TSR overlay candidate
1390,STATE_1390,,,new_bsr_state,1.000,1,no TSR overlay candidate
1391,STATE_1391,158,STATE_158,split,1.000,1,split; province_overlap=2; tsr_overlap_rank=4/6; bsr_source_count=1
1392,STATE_1392,417,Hamadan,merge,0.667,2,split+merge; province_overlap=2; tsr_overlap_rank=2/3; bsr_source_count=2
1393,STATE_1393,420,STATE_420,split,1.000,1,split; province_overlap=2; tsr_overlap_rank=2/3; bsr_source_count=1
1394,STATE_1394,411,Isfahan,merge,0.500,2,split+merge; province_overlap=1; tsr_overlap_rank=2/2; bsr_source_count=2
1395,STATE_1395,134,STATE_134,split,1.000,1,split; province_overlap=1; tsr_overlap_rank=2/2; bsr_source_count=1
1396,STATE_1396,113,Leinster,split,1.000,1,split; province_overlap=1; tsr_overlap_rank=2/2; bsr_source_count=1
1397,STATE_1397,119,STATE_119,split,1.000,1,split; province_overlap=2; tsr_overlap_rank=1/4; bsr_source_count=1
1398,STATE_1398,119,STATE_119,split,1.000,1,split; province_overlap=1; tsr_overlap_rank=3/4; bsr_source_count=1
1399,STATE_1399,119,STATE_119,split,1.000,1,split; province_overlap=1; tsr_overlap_rank=4/4; bsr_source_count=1
1400,STATE_1400,,,new_bsr_state,1.000,0,no TSR overlay candidate
1401,STATE_1401,128,STATE_128,merge,0.600,3,split+merge; province_overlap=3; tsr_overlap_rank=1/3; bsr_source_count=3
1402,STATE_1402,504,STATE_504,split,1.000,1,split; province_overlap=2; tsr_overlap_rank=1/2; bsr_source_count=1
1403,STATE_1403,108,STATE_108,split,1.000,1,split; province_overlap=2; tsr_overlap_rank=3/6; bsr_source_count=1
1404,STATE_1404,104,STATE_104,split,1.000,1,split; province_overlap=1; tsr_overlap_rank=7/8; bsr_source_count=1
1405,Cornwall,123,STATE_123,split,1.000,1,split; province_overlap=2; tsr_overlap_rank=2/3; bsr_source_count=1
1406,STATE_1406,92,STATE_92,split,0.500,1,split; province_overlap=2; tsr_overlap_rank=3/4; bsr_source_count=1
1407,STATE_1407,408,STATE_408,split,1.000,1,split; province_overlap=34; tsr_overlap_rank=1/2; bsr_source_count=1
1408,STATE_1408,5,STATE_5,split,0.500,1,split; province_overlap=1; tsr_overlap_rank=4/4; bsr_source_count=1
1409,STATE_1409,5,STATE_5,split,1.000,1,split; province_overlap=2; tsr_overlap_rank=2/4; bsr_source_count=1
1410,STATE_1410,,,new_bsr_state,1.000,0,no TSR overlay candidate
1411,STATE_1411,,,new_bsr_state,1.000,0,no TSR overlay candidate
1412,STATE_1412,99,STATE_99,split,1.000,1,split; province_overlap=4; tsr_overlap_rank=1/3; bsr_source_count=1
1413,STATE_1413,99,STATE_99,split,1.000,1,split; province_overlap=2; tsr_overlap_rank=2/3; bsr_source_count=1
1414,STATE_1414,,,new_bsr_state,1.000,0,no TSR overlay candidate
1415,STATE_1415,50,Württemberg,split,1.000,1,split; province_overlap=1; tsr_overlap_rank=5/6; bsr_source_count=1
1416,STATE_1416,,,new_bsr_state,1.000,0,no TSR overlay candidate
1417,STATE_1417,,,new_bsr_state,1.000,0,no TSR overlay candidate
1418,STATE_1418,473,STATE_473,split,1.000,1,split; province_overlap=3; tsr_overlap_rank=2/3; bsr_source_count=1
1419,STATE_1419,471,STATE_471,merge,0.500,3,split+merge; province_overlap=3; tsr_overlap_rank=2/2; bsr_source_count=2
1420,STATE_1420,,,new_bsr_state,1.000,2,no TSR overlay candidate
1421,STATE_1421,104,STATE_104,split,1.000,1,split; province_overlap=3; tsr_overlap_rank=3/8; bsr_source_count=1
1422,STATE_1422,127,Sussex,split,1.000,1,split; province_overlap=1; tsr_overlap_rank=2/2; bsr_source_count=1
1423,STATE_1423,971,Northern Dobruja,split,1.000,1,split; province_overlap=1; tsr_overlap_rank=2/2; bsr_source_count=1
1424,STATE_1424,807,STATE_807,split,1.000,1,split; province_overlap=1; tsr_overlap_rank=6/8; bsr_source_count=1
1425,STATE_1425,807,STATE_807,split,0.333,1,split; province_overlap=1; tsr_overlap_rank=4/8; bsr_source_count=1
1426,STATE_1426,86,STATE_86,split,1.000,1,split; province_overlap=1; tsr_overlap_rank=5/6; bsr_source_count=1
1427,STATE_1427,185,STATE_185,split,1.000,1,split; province_overlap=1; tsr_overlap_rank=5/7; bsr_source_count=1
1428,STATE_1428,731,STATE_731,split,1.000,1,split; province_overlap=2; tsr_overlap_rank=2/6; bsr_source_count=1
1429,STATE_1429,,,new_bsr_state,1.000,1,no TSR overlay candidate
1430,STATE_1430,29,STATE_29,split,1.000,1,split; province_overlap=1; tsr_overlap_rank=4/5; bsr_source_count=1
1431,STATE_1431,155,North Transdanubia,merge,0.500,2,split+merge; province_overlap=1; tsr_overlap_rank=2/3; bsr_source_count=2
1432,STATE_1432,55,STATE_55,split,1.000,1,split; province_overlap=2; tsr_overlap_rank=2/6; bsr_source_count=1
1433,STATE_1433,94,STATE_94,split,1.000,1,split; province_overlap=3; tsr_overlap_rank=2/9; bsr_source_count=1
1434,STATE_1434,93,STATE_93,split,1.000,1,split; province_overlap=2; tsr_overlap_rank=3/5; bsr_source_count=1
1435,STATE_1435,6,Flanders,split,1.000,1,split; province_overlap=1; tsr_overlap_rank=2/2; bsr_source_count=1
1436,STATE_1436,28,Alsace-Lorraine,split,0.400,1,split; province_overlap=2; tsr_overlap_rank=1/7; bsr_source_count=1
1437,STATE_1437,230,STATE_230,split,1.000,1,split; province_overlap=2; tsr_overlap_rank=2/4; bsr_source_count=1
1438,STATE_1438,189,STATE_189,split,1.000,1,split; province_overlap=1; tsr_overlap_rank=2/3; bsr_source_count=1
1439,STATE_1439,847,STATE_847,split,1.000,1,split; province_overlap=1; tsr_overlap_rank=2/3; bsr_source_count=1
1440,STATE_1440,,,new_bsr_state,1.000,0,no TSR overlay candidate
1441,STATE_1441,95,STATE_95,split,1.000,1,split; province_overlap=1; tsr_overlap_rank=6/6; bsr_source_count=1
1442,STATE_1442,486,STATE_486,split,1.000,1,split; province_overlap=1; tsr_overlap_rank=2/2; bsr_source_count=1
1443,STATE_1443,763,STATE_763,split,0.500,1,split; province_overlap=1; tsr_overlap_rank=3/3; bsr_source_count=1
1444,STATE_1444,227,STATE_227,merge,0.400,2,split+merge; province_overlap=2; tsr_overlap_rank=2/2; bsr_source_count=2
1445,STATE_1445,228,Voroshilovgrad,split,1.000,1,split; province_overlap=1; tsr_overlap_rank=2/3; bsr_source_count=1
1446,STATE_1446,225,Sumy,split,1.000,1,split; province_overlap=1; tsr_overlap_rank=2/2; bsr_source_count=1
1447,STATE_1447,50,Württemberg,split,1.000,1,split; province_overlap=2; tsr_overlap_rank=3/6; bsr_source_count=1
1448,STATE_1448,818,STATE_818,split,0.500,1,split; province_overlap=1; tsr_overlap_rank=2/2; bsr_source_count=1
1449,STATE_1449,,,new_bsr_state,1.000,0,no TSR overlay candidate
1450,STATE_1450,102,STATE_102,split,1.000,1,split; province_overlap=1; tsr_overlap_rank=3/4; bsr_source_count=1
1451,STATE_1451,,,new_bsr_state,1.000,0,no TSR overlay candidate
1452,STATE_1452,,,new_bsr_state,1.000,2,no TSR overlay candidate
1453,STATE_1453,47,Thessaly,split,1.000,1,split; province_overlap=3; tsr_overlap_rank=1/6; bsr_source_count=1
1454,STATE_1454,12,STATE_12,merge,1.000,3,merge; province_overlap=5; bsr_source_count=3
1455,STATE_1455,199,STATE_199,merge,0.667,2,split+merge; province_overlap=2; tsr_overlap_rank=1/4; bsr_source_count=2
1456,STATE_1456,362,STATE_362,split,1.000,1,split; province_overlap=1; tsr_overlap_rank=2/2; bsr_source_count=1
1457,STATE_1457,153,STATE_153,split,1.000,1,split; province_overlap=1; tsr_overlap_rank=4/4; bsr_source_count=1
1458,STATE_1458,102,STATE_102,split,1.000,1,split; province_overlap=1; tsr_overlap_rank=4/4; bsr_source_count=1
1459,STATE_1459,584,STATE_584,split,1.000,1,split; province_overlap=2; tsr_overlap_rank=5/6; bsr_source_count=1
1460,STATE_1460,584,STATE_584,split,1.000,1,split; province_overlap=4; tsr_overlap_rank=2/6; bsr_source_count=1
1461,STATE_1461,584,STATE_584,split,1.000,1,split; province_overlap=2; tsr_overlap_rank=6/6; bsr_source_count=1
1462,STATE_1462,584,STATE_584,merge,0.917,2,split+merge; province_overlap=11; tsr_overlap_rank=1/6; bsr_source_count=2
1463,STATE_1463,405,Tashkent,merge,0.500,2,split+merge; province_overlap=1; tsr_overlap_rank=2/3; bsr_source_count=2
1464,STATE_1464,830,Bukhara,split,1.000,1,split; province_overlap=9; tsr_overlap_rank=1/2; bsr_source_count=1
1465,STATE_1465,832,STATE_832,split,0.750,2,split; province_overlap=3; tsr_overlap_rank=1/2; bsr_source_count=1
1466,STATE_1466,584,STATE_584,split,1.000,1,split; province_overlap=3; tsr_overlap_rank=4/6; bsr_source_count=1
1467,STATE_1467,823,Karakalpakstan,merge,0.833,2,split+merge; province_overlap=5; tsr_overlap_rank=2/2; bsr_source_count=2
1468,STATE_1468,742,STATE_742,split,1.000,1,split; province_overlap=4; tsr_overlap_rank=2/3; bsr_source_count=1
1469,STATE_1469,404,Kyzyl Orda,merge,0.417,5,split+merge; province_overlap=5; tsr_overlap_rank=2/4; bsr_source_count=2
1470,STATE_1470,206,STATE_206,merge,0.750,2,split+merge; province_overlap=3; tsr_overlap_rank=2/4; bsr_source_count=2
1471,Mozyr,194,Mozyr,split,1.000,1,split; province_overlap=2; tsr_overlap_rank=3/3; bsr_source_count=1
1472,STATE_1472,52,STATE_52,split,1.000,1,split; province_overlap=1; tsr_overlap_rank=2/4; bsr_source_count=1
1473,STATE_1473,59,STATE_59,split,1.000,1,split; province_overlap=11; tsr_overlap_rank=1/4; bsr_source_count=1
1474,STATE_1474,1004,STATE_1004,merge,0.667,2,split+merge; province_overlap=2; tsr_overlap_rank=1/2; bsr_source_count=2
1475,STATE_1475,266,Tehran,split,1.000,1,split; province_overlap=4; tsr_overlap_rank=1/2; bsr_source_count=1
1476,STATE_1476,,,new_bsr_state,1.000,0,no TSR overlay candidate
1477,STATE_1477,588,Semipalatinsk,split,1.000,1,split; province_overlap=1; tsr_overlap_rank=4/4; bsr_source_count=1
1478,STATE_1478,14,STATE_14,split,1.000,1,split; province_overlap=1; tsr_overlap_rank=2/2; bsr_source_count=1
1479,STATE_1479,678,STATE_678,split,1.000,1,split; province_overlap=1; tsr_overlap_rank=2/3; bsr_source_count=1
1480,STATE_1480,302,STATE_302,split,1.000,1,split; province_overlap=1; tsr_overlap_rank=2/3; bsr_source_count=1
1481,STATE_1481,503,STATE_503,split,1.000,1,split; province_overlap=1; tsr_overlap_rank=2/2; bsr_source_count=1
1482,STATE_1482,29,STATE_29,split,1.000,1,split; province_overlap=1; tsr_overlap_rank=3/5; bsr_source_count=1
1483,STATE_1483,,,new_bsr_state,1.000,0,no TSR overlay candidate
1484,STATE_1484,939,STATE_939,same_name,1.000,1,province_overlap=1
1485,STATE_1485,94,STATE_94,split,1.000,1,split; province_overlap=1; tsr_overlap_rank=6/9; bsr_source_count=1
1486,STATE_1486,212,STATE_212,split,1.000,1,split; province_overlap=1; tsr_overlap_rank=4/4; bsr_source_count=1
1487,STATE_1487,229,STATE_229,split,1.000,1,split; province_overlap=1; tsr_overlap_rank=6/6; bsr_source_count=1
1488,STATE_1488,859,STATE_859,split,0.500,2,split; province_overlap=1; tsr_overlap_rank=3/3; bsr_source_count=1
1489,STATE_1489,405,Tashkent,split,0.333,2,split; province_overlap=1; tsr_overlap_rank=3/3; bsr_source_count=1
1490,STATE_1490,202,STATE_202,merge,0.500,2,split+merge; province_overlap=2; tsr_overlap_rank=2/5; bsr_source_count=2
1491,STATE_1491,202,STATE_202,split,1.000,1,split; province_overlap=2; tsr_overlap_rank=4/5; bsr_source_count=1
1492,STATE_1492,900,STATE_900,split,1.000,1,split; province_overlap=3; tsr_overlap_rank=1/3; bsr_source_count=1
1493,STATE_1493,773,Cameroon,split,1.000,1,split; province_overlap=3; tsr_overlap_rank=2/3; bsr_source_count=1
1494,STATE_1494,367,STATE_367,split,1.000,1,split; province_overlap=2; tsr_overlap_rank=3/3; bsr_source_count=1
1495,STATE_1495,370,STATE_370,split,1.000,1,split; province_overlap=2; tsr_overlap_rank=3/3; bsr_source_count=1
1496,STATE_1496,370,STATE_370,split,1.000,1,split; province_overlap=3; tsr_overlap_rank=2/3; bsr_source_count=1
1497,STATE_1497,367,STATE_367,split,1.000,1,split; province_overlap=9; tsr_overlap_rank=1/3; bsr_source_count=1
1498,STATE_1498,856,STATE_856,split,0.333,3,split; province_overlap=1; tsr_overlap_rank=3/4; bsr_source_count=1
